"term","type","iri","label","definition","dpvtype","subclassof","hasbroader","scopenote","created","modified","vocab","namespace"
"DPA-SI","class","https://w3id.org/dpv/legal/si#DPA-SI","Information Commissioner (IP)","","https://w3id.org/dpv/legal/eu/gdpr#DataProtectionAuthority","","https://w3id.org/dpv#Law;https://w3id.org/dpv/legal/eu/gdpr#DataProtectionAuthority","","2024-08-02","","legal-si","https://w3id.org/dpv/legal/si"
