term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
DPA-IE,class,https://w3id.org/dpv/v2.0/legal/ie#DPA-IE,Data Protection Commission (DPC),,https://w3id.org/dpv/v2.0#Authority;https://w3id.org/dpv/v2.0#DataProtectionAuthority,,,,2024-02-14,,legal-ie,https://w3id.org/dpv/v2.0/legal/ie
law-DPA,class,https://w3id.org/dpv/v2.0/legal/ie#law-DPA,Data Protection Act 2018 (DPA),,https://w3id.org/dpv/v2.0#Law,,,,2024-02-14,,legal-ie,https://w3id.org/dpv/v2.0/legal/ie
