term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
DPA-PT,class,https://w3id.org/dpv/legal/pt#DPA-PT,Data Protection Authority (CNPD),,https://w3id.org/dpv/legal/eu/gdpr#DataProtectionAuthority,,https://w3id.org/dpv#Law;https://w3id.org/dpv/legal/eu/gdpr#DataProtectionAuthority,,2024-08-02,,legal-pt,https://w3id.org/dpv/legal/pt
