"term","type","iri","label","definition","dpvtype","subclassof","hasbroader","scopenote","created","modified","vocab","namespace"
"DPA-BE","class","https://w3id.org/dpv/legal/be#DPA-BE","Data Protection Authority (APD/GBA)","","https://w3id.org/dpv/legal/eu/gdpr#DataProtectionAuthority","","https://w3id.org/dpv#Law;https://w3id.org/dpv/legal/eu/gdpr#DataProtectionAuthority","","2024-08-02","","legal-be","https://w3id.org/dpv/legal/be"
