"term","type","iri","label","definition","dpvtype","subclassof","hasbroader","scopenote","created","modified","vocab","namespace"
"GB-NLN","class","https://w3id.org/dpv/loc#GB-NLN","Borough of North Lincolnshire","Concept representing region Borough of North Lincolnshire in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-NMD","class","https://w3id.org/dpv/loc#GB-NMD","Newry, Mourne and Down","Concept representing region Newry, Mourne and Down in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-NSM","class","https://w3id.org/dpv/loc#GB-NSM","North Somerset District","Concept representing region North Somerset District in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-NTA","class","https://w3id.org/dpv/loc#GB-NTA","Newtownabbey Borough Council","Concept representing region Newtownabbey Borough Council in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-NTH","class","https://w3id.org/dpv/loc#GB-NTH","Northamptonshire","Concept representing region Northamptonshire in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-NTL","class","https://w3id.org/dpv/loc#GB-NTL","Neath Port Talbot County Borough","Concept representing region Neath Port Talbot County Borough in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-NTT","class","https://w3id.org/dpv/loc#GB-NTT","Nottinghamshire","Concept representing region Nottinghamshire in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-NTY","class","https://w3id.org/dpv/loc#GB-NTY","Metropolitan Borough of North Tyneside","Concept representing region Metropolitan Borough of North Tyneside in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-NWM","class","https://w3id.org/dpv/loc#GB-NWM","London Borough of Newham","Concept representing region London Borough of Newham in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-NWP","class","https://w3id.org/dpv/loc#GB-NWP","Newport, Wales","Concept representing region Newport, Wales in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-NYK","class","https://w3id.org/dpv/loc#GB-NYK","North Yorkshire (district)","Concept representing region North Yorkshire (district) in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-NYM","class","https://w3id.org/dpv/loc#GB-NYM","Newry and Mourne District Council","Concept representing region Newry and Mourne District Council in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-OLD","class","https://w3id.org/dpv/loc#GB-OLD","Metropolitan Borough of Oldham","Concept representing region Metropolitan Borough of Oldham in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-OMH","class","https://w3id.org/dpv/loc#GB-OMH","Omagh District Council","Concept representing region Omagh District Council in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-ORK","class","https://w3id.org/dpv/loc#GB-ORK","Orkney Islands","Concept representing region Orkney Islands in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-OXF","class","https://w3id.org/dpv/loc#GB-OXF","Oxfordshire","Concept representing region Oxfordshire in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-PEM","class","https://w3id.org/dpv/loc#GB-PEM","Pembrokeshire","Concept representing region Pembrokeshire in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-PKN","class","https://w3id.org/dpv/loc#GB-PKN","Perth and Kinross","Concept representing region Perth and Kinross in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-PLY","class","https://w3id.org/dpv/loc#GB-PLY","Plymouth","Concept representing region Plymouth in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-POL","class","https://w3id.org/dpv/loc#GB-POL","Borough of Poole","Concept representing region Borough of Poole in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-POR","class","https://w3id.org/dpv/loc#GB-POR","Portsmouth","Concept representing region Portsmouth in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-POW","class","https://w3id.org/dpv/loc#GB-POW","Powys","Concept representing region Powys in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-PTE","class","https://w3id.org/dpv/loc#GB-PTE","City of Peterborough","Concept representing region City of Peterborough in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-RCC","class","https://w3id.org/dpv/loc#GB-RCC","Redcar and Cleveland","Concept representing region Redcar and Cleveland in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-RCH","class","https://w3id.org/dpv/loc#GB-RCH","Metropolitan Borough of Rochdale","Concept representing region Metropolitan Borough of Rochdale in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-RCT","class","https://w3id.org/dpv/loc#GB-RCT","Rhondda Cynon Taf","Concept representing region Rhondda Cynon Taf in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-RDB","class","https://w3id.org/dpv/loc#GB-RDB","London Borough of Redbridge","Concept representing region London Borough of Redbridge in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-RDG","class","https://w3id.org/dpv/loc#GB-RDG","Reading, Berkshire","Concept representing region Reading, Berkshire in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-RFW","class","https://w3id.org/dpv/loc#GB-RFW","Renfrewshire","Concept representing region Renfrewshire in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-RIC","class","https://w3id.org/dpv/loc#GB-RIC","London Borough of Richmond upon Thames","Concept representing region London Borough of Richmond upon Thames in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-ROT","class","https://w3id.org/dpv/loc#GB-ROT","Metropolitan Borough of Rotherham","Concept representing region Metropolitan Borough of Rotherham in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-RUT","class","https://w3id.org/dpv/loc#GB-RUT","Rutland","Concept representing region Rutland in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-SAW","class","https://w3id.org/dpv/loc#GB-SAW","Metropolitan Borough of Sandwell","Concept representing region Metropolitan Borough of Sandwell in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-SAY","class","https://w3id.org/dpv/loc#GB-SAY","South Ayrshire","Concept representing region South Ayrshire in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-SCB","class","https://w3id.org/dpv/loc#GB-SCB","Scottish Borders","Concept representing region Scottish Borders in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-SCT","class","https://w3id.org/dpv/loc#GB-SCT","Scotland","Concept representing region Scotland in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-SFK","class","https://w3id.org/dpv/loc#GB-SFK","Suffolk","Concept representing region Suffolk in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-SFT","class","https://w3id.org/dpv/loc#GB-SFT","Metropolitan Borough of Sefton","Concept representing region Metropolitan Borough of Sefton in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-SGC","class","https://w3id.org/dpv/loc#GB-SGC","South Gloucestershire District","Concept representing region South Gloucestershire District in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-SHF","class","https://w3id.org/dpv/loc#GB-SHF","City of Sheffield","Concept representing region City of Sheffield in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-SHN","class","https://w3id.org/dpv/loc#GB-SHN","Metropolitan Borough of St Helens","Concept representing region Metropolitan Borough of St Helens in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-SHR","class","https://w3id.org/dpv/loc#GB-SHR","Shropshire (district)","Concept representing region Shropshire (district) in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-SKP","class","https://w3id.org/dpv/loc#GB-SKP","Metropolitan Borough of Stockport","Concept representing region Metropolitan Borough of Stockport in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-SLF","class","https://w3id.org/dpv/loc#GB-SLF","City of Salford","Concept representing region City of Salford in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-SLG","class","https://w3id.org/dpv/loc#GB-SLG","Borough of Slough","Concept representing region Borough of Slough in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-SLK","class","https://w3id.org/dpv/loc#GB-SLK","South Lanarkshire","Concept representing region South Lanarkshire in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-SND","class","https://w3id.org/dpv/loc#GB-SND","City of Sunderland","Concept representing region City of Sunderland in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-SOL","class","https://w3id.org/dpv/loc#GB-SOL","Metropolitan Borough of Solihull","Concept representing region Metropolitan Borough of Solihull in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-SOM","class","https://w3id.org/dpv/loc#GB-SOM","Somerset","Concept representing region Somerset in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-SOS","class","https://w3id.org/dpv/loc#GB-SOS","Borough of Southend-on-Sea","Concept representing region Borough of Southend-on-Sea in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-SRY","class","https://w3id.org/dpv/loc#GB-SRY","Surrey","Concept representing region Surrey in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-STB","class","https://w3id.org/dpv/loc#GB-STB","Strabane District Council","Concept representing region Strabane District Council in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-STE","class","https://w3id.org/dpv/loc#GB-STE","Stoke-on-Trent","Concept representing region Stoke-on-Trent in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-STG","class","https://w3id.org/dpv/loc#GB-STG","Stirling (council area)","Concept representing region Stirling (council area) in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-STH","class","https://w3id.org/dpv/loc#GB-STH","Southampton","Concept representing region Southampton in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-STN","class","https://w3id.org/dpv/loc#GB-STN","London Borough of Sutton","Concept representing region London Borough of Sutton in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-STS","class","https://w3id.org/dpv/loc#GB-STS","Staffordshire","Concept representing region Staffordshire in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-STT","class","https://w3id.org/dpv/loc#GB-STT","Borough of Stockton-on-Tees","Concept representing region Borough of Stockton-on-Tees in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-STY","class","https://w3id.org/dpv/loc#GB-STY","Metropolitan Borough of South Tyneside","Concept representing region Metropolitan Borough of South Tyneside in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-SWA","class","https://w3id.org/dpv/loc#GB-SWA","Swansea","Concept representing region Swansea in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-SWD","class","https://w3id.org/dpv/loc#GB-SWD","Borough of Swindon","Concept representing region Borough of Swindon in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-SWK","class","https://w3id.org/dpv/loc#GB-SWK","London Borough of Southwark","Concept representing region London Borough of Southwark in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-TAM","class","https://w3id.org/dpv/loc#GB-TAM","Metropolitan Borough of Tameside","Concept representing region Metropolitan Borough of Tameside in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-TFW","class","https://w3id.org/dpv/loc#GB-TFW","Telford and Wrekin","Concept representing region Telford and Wrekin in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-THR","class","https://w3id.org/dpv/loc#GB-THR","Thurrock","Concept representing region Thurrock in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-TOB","class","https://w3id.org/dpv/loc#GB-TOB","Borough of Torbay","Concept representing region Borough of Torbay in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-TOF","class","https://w3id.org/dpv/loc#GB-TOF","Torfaen","Concept representing region Torfaen in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-TRF","class","https://w3id.org/dpv/loc#GB-TRF","Metropolitan Borough of Trafford","Concept representing region Metropolitan Borough of Trafford in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-TWH","class","https://w3id.org/dpv/loc#GB-TWH","London Borough of Tower Hamlets","Concept representing region London Borough of Tower Hamlets in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-UKM","class","https://w3id.org/dpv/loc#GB-UKM","United Kingdom","Concept representing region United Kingdom in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-VGL","class","https://w3id.org/dpv/loc#GB-VGL","Vale of Glamorgan County Borough","Concept representing region Vale of Glamorgan County Borough in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-WAR","class","https://w3id.org/dpv/loc#GB-WAR","Warwickshire","Concept representing region Warwickshire in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-WBK","class","https://w3id.org/dpv/loc#GB-WBK","West Berkshire District","Concept representing region West Berkshire District in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-WDU","class","https://w3id.org/dpv/loc#GB-WDU","West Dunbartonshire","Concept representing region West Dunbartonshire in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-WFT","class","https://w3id.org/dpv/loc#GB-WFT","London Borough of Waltham Forest","Concept representing region London Borough of Waltham Forest in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-WGN","class","https://w3id.org/dpv/loc#GB-WGN","Metropolitan Borough of Wigan","Concept representing region Metropolitan Borough of Wigan in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-WIL","class","https://w3id.org/dpv/loc#GB-WIL","Wiltshire","Concept representing region Wiltshire in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-WKF","class","https://w3id.org/dpv/loc#GB-WKF","City of Wakefield","Concept representing region City of Wakefield in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-WLL","class","https://w3id.org/dpv/loc#GB-WLL","Metropolitan Borough of Walsall","Concept representing region Metropolitan Borough of Walsall in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-WLN","class","https://w3id.org/dpv/loc#GB-WLN","West Lothian","Concept representing region West Lothian in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-WLS","class","https://w3id.org/dpv/loc#GB-WLS","Wales","Concept representing region Wales in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-WLV","class","https://w3id.org/dpv/loc#GB-WLV","Wolverhampton","Concept representing region Wolverhampton in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-WND","class","https://w3id.org/dpv/loc#GB-WND","London Borough of Wandsworth","Concept representing region London Borough of Wandsworth in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-WNM","class","https://w3id.org/dpv/loc#GB-WNM","Royal Borough of Windsor and Maidenhead","Concept representing region Royal Borough of Windsor and Maidenhead in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-WOK","class","https://w3id.org/dpv/loc#GB-WOK","Borough of Wokingham","Concept representing region Borough of Wokingham in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-WOR","class","https://w3id.org/dpv/loc#GB-WOR","Worcestershire","Concept representing region Worcestershire in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-WRL","class","https://w3id.org/dpv/loc#GB-WRL","Metropolitan Borough of Wirral","Concept representing region Metropolitan Borough of Wirral in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-WRT","class","https://w3id.org/dpv/loc#GB-WRT","Borough of Warrington","Concept representing region Borough of Warrington in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-WRX","class","https://w3id.org/dpv/loc#GB-WRX","Wrexham County Borough","Concept representing region Wrexham County Borough in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-WSM","class","https://w3id.org/dpv/loc#GB-WSM","City of Westminster","Concept representing region City of Westminster in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-WSX","class","https://w3id.org/dpv/loc#GB-WSX","West Sussex","Concept representing region West Sussex in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-YOR","class","https://w3id.org/dpv/loc#GB-YOR","City of York","Concept representing region City of York in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GB-ZET","class","https://w3id.org/dpv/loc#GB-ZET","Shetland Islands","Concept representing region Shetland Islands in country United Kingdom of Great Britain and Northern Ireland","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GB","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GD","class","https://w3id.org/dpv/loc#GD","Grenada","Concept representing Country of Grenada","https://w3id.org/dpv#Country","","https://w3id.org/dpv#Country","","2022-03-30","","loc","https://w3id.org/dpv/loc"
"GD-01","class","https://w3id.org/dpv/loc#GD-01","Saint Andrew Parish, Grenada","Concept representing region Saint Andrew Parish, Grenada in country Grenada","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GD","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GD-02","class","https://w3id.org/dpv/loc#GD-02","Saint David Parish, Grenada","Concept representing region Saint David Parish, Grenada in country Grenada","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GD","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GD-03","class","https://w3id.org/dpv/loc#GD-03","Saint George Parish, Grenada","Concept representing region Saint George Parish, Grenada in country Grenada","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GD","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GD-04","class","https://w3id.org/dpv/loc#GD-04","Saint John Parish, Grenada","Concept representing region Saint John Parish, Grenada in country Grenada","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GD","","2024-08-03","","loc","https://w3id.org/dpv/loc"
"GD-05","class","https://w3id.org/dpv/loc#GD-05","Saint Mark Parish, Grenada","Concept representing region Saint Mark Parish, Grenada in country Grenada","https://w3id.org/dpv#Region","","https://w3id.org/dpv/loc#GD","","2024-08-03","","loc","https://w3id.org/dpv/loc"
