term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
NIS2ComplianceUnknown,class,https://w3id.org/dpv/legal/eu/nis2#NIS2ComplianceUnknown,NIS2 Compliance Unknown,State where lawfulness or compliance with NIS2 is unknown,https://w3id.org/dpv#Lawfulness,,https://w3id.org/dpv/legal/eu/nis2#NIS2Lawfulness,,2024-07-21,,eu-nis2,https://w3id.org/dpv/legal/eu/nis2
NIS2Compliant,class,https://w3id.org/dpv/legal/eu/nis2#NIS2Compliant,NIS2 Compliant,State of being lawful or legally compliant for NIS2,https://w3id.org/dpv#Lawfulness,,https://w3id.org/dpv/legal/eu/nis2#NIS2Lawfulness,,2024-07-21,,eu-nis2,https://w3id.org/dpv/legal/eu/nis2
NIS2Lawfulness,class,https://w3id.org/dpv/legal/eu/nis2#NIS2Lawfulness,NIS2 Lawfulness,Status or state associated with being lawful or legally compliant regarding NIS2,https://w3id.org/dpv#Lawfulness,,https://w3id.org/dpv#Lawfulness,,2024-07-21,,eu-nis2,https://w3id.org/dpv/legal/eu/nis2
NIS2NonCompliant,class,https://w3id.org/dpv/legal/eu/nis2#NIS2NonCompliant,NIS2 Non-compliant,State of being unlawful or legally non-compliant for NIS2,https://w3id.org/dpv#Lawfulness,,https://w3id.org/dpv/legal/eu/nis2#NIS2Lawfulness,,2024-07-21,,eu-nis2,https://w3id.org/dpv/legal/eu/nis2
