Term,Label,Definition,ParentTerm,ParentType,Value,RelatedTerms,Relation,Usage,Source,Created,Modified,Status,Contributors,Resolution
Security related Technologies,Security related Technologies,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,PET (Privacy Enhancing Technology),Privacy Enhancing Technologies (PETs) that provide minimisation or security related to data and privacy,tech:SecurityTechnology,dpv:Technology,,,,,,2022-06-15,,accepted,"Harshvardhan J. Pandit, Julian Flake, Georg P Krog, Paul Ryan",https://www.w3.org/2022/06/15-dpvcg-minutes.html,,,,,,,,,,,,,,,
DetectionSecurityTechnology,Detection Security Technology,"Technology related to detection of vulnerabilities, threats, and exploitations",tech:SecurityTechnology,dpv:Technology,,,,,,2022-06-15,,accepted,"Harshvardhan J. Pandit, Julian Flake, Georg P Krog, Paul Ryan",https://www.w3.org/2022/06/15-dpvcg-minutes.html,,,,,,,,,,,,,,,
PreventionSecurityTechnology,Prevention Security Technology,"Technology related to prevention of vulnerabilities, threats, exploitations",tech:SecurityTechnology,dpv:Technology,,,,,,2022-06-15,,accepted,"Harshvardhan J. Pandit, Julian Flake, Georg P Krog, Paul Ryan",https://www.w3.org/2022/06/15-dpvcg-minutes.html,,,,,,,,,,,,,,,
MitigationSecurityTechnology,Mitigation Security Technology,"Technology related to mitigation of vulnerabilities, threats, exploitations",tech:SecurityTechnology,dpv:Technology,,,,,,2022-06-15,,accepted,"Harshvardhan J. Pandit, Julian Flake, Georg P Krog, Paul Ryan",https://www.w3.org/2022/06/15-dpvcg-minutes.html,,,,,,,,,,,,,,,
MonitoringSecurityTechnology,Monitoring Security Technology,"Technology related to monitoring of vulnerabilities, threats, exploitations",tech:SecurityTechnology,dpv:Technology,,,,,,2022-06-15,,accepted,"Harshvardhan J. Pandit, Julian Flake, Georg P Krog, Paul Ryan",https://www.w3.org/2022/06/15-dpvcg-minutes.html,,,,,,,,,,,,,,,
SecurityManagementTechnology,Security Management Technology,Technology related to management of security,"tech:SecurityTechnology,tech:ManagementTechnology",dpv:Technology,,,,,,2022-06-15,,accepted,"Harshvardhan J. Pandit, Julian Flake, Georg P Krog, Paul Ryan",https://www.w3.org/2022/06/15-dpvcg-minutes.html,,,,,,,,,,,,,,,
