Term,Label,Definition,domain,range,ParentProperty,RelatedTerms,Relation,Usage,Source,Created,Modified,Status,Contributors,Resolution
hasDataHolder,has Data Holder,something is related to a data holder,,de-gdng:DataHolder,dpv:hasEntity,de-gdng:DataHolder,,,,2026-01-22,,accepted,Julian Flake,
