Term,Label,Definition,domain,range,ParentProperty,RelatedTerms,Relation,Usage,Source,CreationDate,Modified,Status,Contributors,Resolution
hasTRL,has TRL,Indicates technology maturity level,dpv:Technology,tech:TechnologyReadinessLevel,dpv:hasStatus,,,,,2024-05-09,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/06/15-dpvcg-minutes.html,,,,,,,,,,,,,
hasMarketAvailabilityStatus,has market availability status,Indicates whether the technology is available on the market,dpv:Technology,tech:MarketAvailabilityStatus,dpv:hasStatus,,,,,2024-05-09,,accepted,,,,,,,,,,,,,,,
hasProvisionStatus,has provision status,Indicates whether the technology has been provided,dpv:Technology,tech:ProvisionStatus,dpv:hasStatus,,,,,2024-05-09,,accepted,,,,,,,,,,,,,,,
