Term,Label,Definition,domain,range,ParentProperty,RelatedTerms,Relation,Usage,Source,Created,Modified,Status,Contributors,Resolution
hasIncident,has incident,Indicates an incident is associated with the specified context,dpv:Concept,risk:Incident,,,,,,2024-02-14,,accepted,,,,,,,,,,,,,,,
