Term,Label,Definition,domain,range,ParentProperty,RelatedTerms,Relation,Usage,Source,Created,Modified,Status,Contributors,Resolution
hasScale,has scale,Indicates the scale of specified concept,dpv:Concept,dpv:Scale,dpv:Relation,,,,,2022-06-15,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/06/15-dpvcg-minutes.html,,,,,,,,,,,,,
hasDataVolume,has data volume,Indicates the volume of data,dpv:Concept,dpv:DataVolume,dpv:hasScale,,,,,2022-06-22,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/06/22-dpvcg-minutes.html,,,,,,,,,,,,,
hasDataSubjectScale,has data subject scale,Indicates the scale of data subjects,dpv:Concept,dpv:DataSubjectScale,dpv:hasScale,,,,,2022-06-22,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/06/22-dpvcg-minutes.html,,,,,,,,,,,,,
hasGeographicCoverage,has geographic coverage,Indicate the geographic coverage (of specified context),dpv:Concept,dpv:GeographicCoverage,dpv:hasScale,,,,,2022-06-22,,accepted,Harshvardhan J. Pandit,https://www.w3.org/2022/06/22-dpvcg-minutes.html,,,,,,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
