Term,Label,Definition,domain,range,ParentProperty,RelatedTerms,Relation,Usage,Source,Created,Modified,Status,Contributors,Resolution
hasRiskLevel,has risk level,Indicates the risk level of the AI system under the AI Act,eu-aiact:AISystem,eu-aiact:RiskLevel,dpv:hasRiskLevel,,,,,2026-02-09,,accepted,Harshvardhan J. Pandit,,,,,,,,,,,,,,
