term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
Technique,class,https://w3id.org/dpv/2.0/ai#Technique,Technique,Techniques for using or applying AI,,https://w3id.org/dpv/2.0/ai#AI,https://w3id.org/dpv/2.0/ai#AI,This concept is a stub;This concept is a stub,2024-04-28,,ai,https://w3id.org/dpv/2.0/ai
