term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
DPA-HR,class,https://w3id.org/dpv/legal/hr#DPA-HR,Personal Data Protection Agency (AZOP),,https://w3id.org/dpv/legal/eu/gdpr#DataProtectionAuthority,,https://w3id.org/dpv#Law;https://w3id.org/dpv/legal/eu/gdpr#DataProtectionAuthority,,2024-08-02,,legal-hr,https://w3id.org/dpv/legal/hr
