term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
DPA-PH,class,https://w3id.org/dpv/legal/ph#DPA-PH,National Privacy Commission (NPC),,https://w3id.org/dpv#DataProtectionAuthority,,https://w3id.org/dpv#DataProtectionAuthority;https://w3id.org/dpv#Law,,2025-03-19,,legal-ph,https://w3id.org/dpv/legal/ph
law-DPA,class,https://w3id.org/dpv/legal/ph#law-DPA,Data Privacy Act of 2012 (Republic Act No. 10173) (DPA),,https://w3id.org/dpv#Law,,https://w3id.org/dpv#Law,,2025-03-19,,legal-ph,https://w3id.org/dpv/legal/ph
