term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
DevelopmentPlan,class,https://w3id.org/dpv/tech#DevelopmentPlan,DevelopmentPlan,DevelopmentPlan,https://w3id.org/dpv/tech#Documentation,,https://w3id.org/dpv/tech#Plan,,2024-05-09,,tech,https://w3id.org/dpv/tech
Guide,class,https://w3id.org/dpv/tech#Guide,Guide,Guide,https://w3id.org/dpv/tech#Documentation,,https://w3id.org/dpv/tech#Documentation,,2024-05-09,,tech,https://w3id.org/dpv/tech
Instructions,class,https://w3id.org/dpv/tech#Instructions,Instructions,Instructions,https://w3id.org/dpv/tech#Documentation,,https://w3id.org/dpv/tech#Documentation,,2024-05-09,,tech,https://w3id.org/dpv/tech
Manual,class,https://w3id.org/dpv/tech#Manual,Manual,Manual,https://w3id.org/dpv/tech#Documentation,,https://w3id.org/dpv/tech#Documentation,,2024-05-09,,tech,https://w3id.org/dpv/tech
Plan,class,https://w3id.org/dpv/tech#Plan,Plan,Plan,https://w3id.org/dpv/tech#Documentation,,https://w3id.org/dpv/tech#Documentation,,2024-05-09,,tech,https://w3id.org/dpv/tech
Specification,class,https://w3id.org/dpv/tech#Specification,Specification,Specification,https://w3id.org/dpv/tech#Documentation,,https://w3id.org/dpv/tech#Documentation,,2024-05-09,,tech,https://w3id.org/dpv/tech
TestingPlan,class,https://w3id.org/dpv/tech#TestingPlan,TestingPlan,TestingPlan,https://w3id.org/dpv/tech#Documentation,,https://w3id.org/dpv/tech#Plan,,2024-05-09,,tech,https://w3id.org/dpv/tech
