term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
DPA-DK,class,https://w3id.org/dpv/legal/dk#DPA-DK,Data Protection Authority,,https://w3id.org/dpv/legal/eu/gdpr#DataProtectionAuthority,,https://w3id.org/dpv#Law;https://w3id.org/dpv/legal/eu/gdpr#DataProtectionAuthority,,2024-08-02,,legal-dk,https://w3id.org/dpv/legal/dk
