term,type,iri,label,definition,dpvtype,subclassof,hasbroader,scopenote,created,modified,vocab,namespace
DPA-SK,class,https://w3id.org/dpv/legal/sk#DPA-SK,Office for Personal Data Protection (UOOU),,https://w3id.org/dpv/legal/eu/gdpr#DataProtectionAuthority,,https://w3id.org/dpv#Law;https://w3id.org/dpv/legal/eu/gdpr#DataProtectionAuthority,,2024-08-02,,legal-sk,https://w3id.org/dpv/legal/sk
