"term","type","iri","label","definition","dpvtype","subclassof","hasbroader","scopenote","created","modified","vocab","namespace"
"DPA-MT","class","https://w3id.org/dpv/legal/mt#DPA-MT","Office of the Information and Data Protection Commissioner (IDPC)","","https://w3id.org/dpv/legal/eu/gdpr#DataProtectionAuthority","","https://w3id.org/dpv#Law;https://w3id.org/dpv/legal/eu/gdpr#DataProtectionAuthority","","2024-08-02","","legal-mt","https://w3id.org/dpv/legal/mt"
