"term","type","iri","label","definition","dpvtype","subclassof","hasbroader","scopenote","created","modified","vocab","namespace"
"BiometricCategorisation","class","https://w3id.org/dpv/legal/eu/aiact#BiometricCategorisation","Biometric Categorisation","Capability where assigning natural persons to specific categories happens on the basis of their biometric data unless ancillary to another commercial service and strictly necessary for objective technical reasons","https://w3id.org/dpv/tech#Capability","","https://w3id.org/dpv/ai#BiometricCategorisation","","2024-04-10","2025-07-30","eu-aiact","https://w3id.org/dpv/legal/eu/aiact"
"BiometricIdentification","class","https://w3id.org/dpv/legal/eu/aiact#BiometricIdentification","Biometric Identification","Capability where the automated recognition of physical, physiological, behavioural, and psychological human features are used for the purpose of establishing the identity of a natural person by comparing biometric data of that individual to to biometric data of individuals stored in a database","https://w3id.org/dpv/tech#Capability","","https://w3id.org/dpv/ai#BiometricIdentification","","2024-04-10","2025-07-30","eu-aiact","https://w3id.org/dpv/legal/eu/aiact"
"BiometricVerification","class","https://w3id.org/dpv/legal/eu/aiact#BiometricVerification","Biometric Verification","The automated, one-to-one verification, including authentication, of the identity of natural persons by comparing their biometric data to previously provided biometric data","https://w3id.org/dpv#Capability","","https://w3id.org/dpv#IdentityVerification","","2024-04-10","2025-07-30","eu-aiact","https://w3id.org/dpv/legal/eu/aiact"
"DeepFakeGeneration","class","https://w3id.org/dpv/legal/eu/aiact#DeepFakeGeneration","Deep Fake Generation","Capability to generate or manipulate image, audio or video content that resembles existing persons, objects, places, entities or events and would falsely appear to a person to be authentic or truthful;l","https://w3id.org/dpv/tech#Capability","","https://w3id.org/dpv/ai#BiometricIdentification","","2024-04-10","2025-07-30","eu-aiact","https://w3id.org/dpv/legal/eu/aiact"
"EmotionRecognition","class","https://w3id.org/dpv/legal/eu/aiact#EmotionRecognition","Emotion Recognition","Capability of a technology to identify or infer emotions or intentions of natural persons (on the basis of their biometric data)","https://w3id.org/dpv/tech#Capability","","https://w3id.org/dpv/ai#EmotionRecognition","","2024-04-10","2025-07-30","eu-aiact","https://w3id.org/dpv/legal/eu/aiact"
"HighImpactCapabilityGPAIModel","class","https://w3id.org/dpv/legal/eu/aiact#HighImpactCapabilityGPAIModel","High-Impact Capability in General Purpose AI Models","‘High-impact Capabilities’ in general purpose AI models means capabilities that match or exceed the capabilities recorded in the most  advanced general purpose AI models","https://w3id.org/dpv/tech#Capability","","https://w3id.org/dpv/tech#Capability","","2024-04-10","2025-07-30","eu-aiact","https://w3id.org/dpv/legal/eu/aiact"
